id,label
86586,airplane
86587,ship
86588,airplane
86589,cat
86590,cat
86591,ship
86592,bird
86593,dog
86594,horse
86595,frog
86596,deer
86597,ship
86598,cat
86599,truck
86600,automobile
86601,dog
86602,deer
86603,truck
86604,cat
86605,cat
86606,cat
86607,bird
86608,cat
86609,cat
86610,cat
86611,frog
86612,airplane
86613,ship
86614,automobile
86615,automobile
86616,deer
86617,cat
86618,horse
86619,cat
86620,dog
86621,cat
86622,frog
86623,ship
86624,dog
86625,airplane
86626,airplane
86627,automobile
86628,frog
86629,deer
86630,dog
86631,airplane
86632,frog
86633,deer
86634,truck
86635,bird
86636,deer
86637,deer
86638,cat
86639,deer
86640,bird
86641,frog
86642,horse
86643,deer
86644,horse
86645,dog
86646,bird
86647,deer
86648,deer
86649,truck
86650,truck
86651,deer
86652,frog
86653,frog
86654,cat
86655,ship
86656,bird
86657,bird
86658,truck
86659,cat
86660,ship
86661,deer
86662,deer
86663,airplane
86664,frog
86665,airplane
86666,bird
86667,bird
86668,airplane
86669,deer
86670,truck
86671,frog
86672,horse
86673,dog
86674,dog
86675,bird
86676,frog
86677,ship
86678,frog
86679,dog
86680,bird
86681,bird
86682,deer
86683,frog
86684,deer
86685,frog
86686,bird
86687,cat
86688,automobile
86689,airplane
86690,deer
86691,deer
86692,frog
86693,bird
86694,airplane
86695,deer
86696,cat
86697,automobile
86698,automobile
86699,frog
86700,deer
86701,deer
86702,deer
86703,automobile
86704,dog
86705,truck
86706,bird
86707,bird
86708,frog
86709,ship
86710,ship
86711,frog
86712,frog
86713,airplane
86714,airplane
86715,bird
86716,bird
86717,airplane
86718,horse
86719,dog
86720,deer
86721,deer
86722,ship
86723,airplane
86724,deer
86725,horse
86726,deer
86727,ship
86728,dog
86729,airplane
86730,frog
86731,airplane
86732,deer
86733,frog
86734,cat
86735,automobile
86736,ship
86737,bird
86738,horse
86739,cat
86740,bird
86741,horse
86742,dog
86743,deer
86744,cat
86745,bird
86746,frog
86747,bird
86748,deer
86749,truck
86750,deer
86751,airplane
86752,truck
86753,frog
86754,deer
86755,truck
86756,dog
86757,automobile
86758,deer
86759,frog
86760,truck
86761,dog
86762,automobile
86763,bird
86764,dog
86765,deer
86766,deer
86767,frog
86768,frog
86769,frog
86770,dog
86771,cat
86772,frog
86773,horse
86774,deer
86775,horse
86776,bird
86777,deer
86778,horse
86779,cat
86780,deer
86781,cat
86782,bird
86783,deer
86784,bird
86785,ship
86786,dog
86787,cat
86788,ship
86789,airplane
86790,airplane
86791,cat
86792,airplane
86793,automobile
86794,dog
86795,cat
86796,dog
86797,automobile
86798,cat
86799,airplane
86800,ship
86801,frog
86802,horse
86803,frog
86804,airplane
86805,bird
86806,deer
86807,cat
86808,ship
86809,bird
86810,truck
86811,deer
86812,truck
86813,airplane
86814,frog
86815,cat
86816,dog
86817,automobile
86818,cat
86819,cat
86820,bird
86821,bird
86822,cat
86823,dog
86824,bird
86825,ship
86826,deer
86827,cat
86828,deer
86829,dog
86830,deer
86831,horse
86832,frog
86833,frog
86834,deer
86835,ship
86836,ship
86837,ship
86838,automobile
86839,frog
86840,bird
86841,truck
86842,ship
86843,deer
86844,deer
86845,dog
86846,frog
86847,deer
86848,automobile
86849,deer
86850,deer
86851,frog
86852,horse
86853,automobile
86854,airplane
86855,dog
86856,bird
86857,deer
86858,truck
86859,deer
86860,dog
86861,cat
86862,dog
86863,frog
86864,cat
86865,automobile
86866,cat
86867,cat
86868,cat
86869,cat
86870,deer
86871,horse
86872,airplane
86873,truck
86874,frog
86875,deer
86876,horse
86877,cat
86878,dog
86879,cat
86880,ship
86881,bird
86882,frog
86883,bird
86884,frog
86885,automobile
86886,bird
86887,frog
86888,frog
86889,automobile
86890,deer
86891,deer
86892,dog
86893,ship
86894,bird
86895,ship
86896,airplane
86897,deer
86898,cat
86899,dog
86900,bird
86901,truck
86902,bird
86903,dog
86904,frog
86905,airplane
86906,cat
86907,bird
86908,ship
86909,ship
86910,frog
86911,ship
86912,airplane
86913,dog
86914,horse
86915,frog
86916,ship
86917,frog
86918,deer
86919,automobile
86920,bird
86921,deer
86922,frog
86923,bird
86924,ship
86925,deer
86926,horse
86927,truck
86928,cat
86929,deer
86930,horse
86931,deer
86932,airplane
86933,airplane
86934,truck
86935,cat
86936,automobile
86937,airplane
86938,ship
86939,bird
86940,frog
86941,airplane
86942,cat
86943,bird
86944,dog
86945,dog
86946,frog
86947,ship
86948,automobile
86949,deer
86950,ship
86951,ship
86952,cat
86953,airplane
86954,bird
86955,dog
86956,automobile
86957,dog
86958,deer
86959,horse
86960,dog
86961,ship
86962,cat
86963,ship
86964,frog
86965,bird
86966,dog
86967,frog
86968,horse
86969,cat
86970,bird
86971,bird
86972,automobile
86973,deer
86974,dog
86975,horse
86976,deer
86977,deer
86978,ship
86979,horse
86980,ship
86981,cat
86982,truck
86983,dog
86984,cat
86985,cat
86986,deer
86987,ship
86988,airplane
86989,cat
86990,airplane
86991,automobile
86992,truck
86993,ship
86994,cat
86995,cat
86996,airplane
86997,horse
86998,automobile
86999,bird
87000,dog
87001,dog
87002,frog
87003,ship
87004,dog
87005,ship
87006,airplane
87007,airplane
87008,dog
87009,airplane
87010,airplane
87011,cat
87012,dog
87013,cat
87014,bird
87015,dog
87016,cat
87017,horse
87018,frog
87019,dog
87020,cat
87021,cat
87022,bird
87023,dog
87024,horse
87025,cat
87026,ship
87027,deer
87028,bird
87029,truck
87030,dog
87031,bird
87032,deer
87033,airplane
87034,frog
87035,dog
87036,deer
87037,frog
87038,cat
87039,cat
87040,frog
87041,dog
87042,automobile
87043,horse
87044,cat
87045,truck
87046,cat
87047,ship
87048,deer
87049,truck
87050,deer
87051,bird
87052,deer
87053,cat
87054,dog
87055,airplane
87056,cat
87057,cat
87058,deer
87059,cat
87060,dog
87061,dog
87062,cat
87063,bird
87064,cat
87065,airplane
87066,frog
87067,bird
87068,dog
87069,frog
87070,deer
87071,horse
87072,frog
87073,dog
87074,dog
87075,bird
87076,cat
87077,dog
87078,bird
87079,deer
87080,airplane
87081,airplane
87082,airplane
87083,cat
87084,bird
87085,deer
87086,deer
87087,frog
87088,frog
87089,cat
87090,airplane
87091,bird
87092,frog
87093,airplane
87094,horse
87095,bird
87096,dog
87097,automobile
87098,frog
87099,deer
87100,dog
87101,truck
87102,dog
87103,deer
87104,airplane
87105,ship
87106,frog
87107,cat
87108,deer
87109,truck
87110,dog
87111,bird
87112,airplane
87113,ship
87114,horse
87115,cat
87116,airplane
87117,horse
87118,cat
87119,airplane
87120,airplane
87121,frog
87122,bird
87123,deer
87124,frog
87125,deer
87126,deer
87127,ship
87128,bird
87129,bird
87130,dog
87131,truck
87132,truck
87133,cat
87134,bird
87135,deer
87136,frog
87137,deer
87138,automobile
87139,ship
87140,horse
87141,bird
87142,airplane
87143,dog
87144,frog
87145,cat
87146,truck
87147,cat
87148,cat
87149,cat
87150,truck
87151,cat
87152,truck
87153,bird
87154,airplane
87155,truck
87156,airplane
87157,horse
87158,ship
87159,airplane
87160,cat
87161,cat
87162,ship
87163,cat
87164,deer
87165,deer
87166,airplane
87167,deer
87168,cat
87169,ship
87170,airplane
87171,deer
87172,bird
87173,bird
87174,airplane
87175,ship
87176,deer
87177,deer
87178,ship
87179,deer
87180,horse
87181,automobile
87182,cat
87183,dog
87184,cat
87185,dog
87186,cat
87187,deer
87188,frog
87189,frog
87190,frog
87191,horse
87192,bird
87193,bird
87194,airplane
87195,deer
87196,dog
87197,dog
87198,automobile
87199,deer
87200,airplane
87201,deer
87202,cat
87203,deer
87204,automobile
87205,deer
87206,dog
87207,horse
87208,airplane
87209,deer
87210,bird
87211,bird
87212,deer
87213,truck
87214,dog
87215,cat
87216,deer
87217,frog
87218,bird
87219,cat
87220,frog
87221,ship
87222,deer
87223,frog
87224,airplane
87225,cat
87226,dog
87227,deer
87228,cat
87229,bird
87230,bird
87231,frog
87232,ship
87233,airplane
87234,dog
87235,frog
87236,airplane
87237,airplane
87238,ship
87239,frog
87240,cat
87241,automobile
87242,frog
87243,frog
87244,bird
87245,ship
87246,bird
87247,cat
87248,airplane
87249,dog
87250,bird
87251,frog
87252,deer
87253,deer
87254,cat
87255,deer
87256,airplane
87257,frog
87258,frog
87259,cat
87260,horse
87261,ship
87262,cat
87263,deer
87264,horse
87265,frog
87266,dog
87267,cat
87268,airplane
87269,deer
87270,deer
87271,deer
87272,airplane
87273,deer
87274,frog
87275,dog
87276,dog
87277,cat
87278,bird
87279,airplane
87280,bird
87281,bird
87282,bird
87283,horse
87284,ship
87285,dog
87286,truck
87287,truck
87288,deer
87289,dog
87290,ship
87291,bird
87292,cat
87293,deer
87294,bird
87295,deer
87296,dog
87297,cat
87298,horse
87299,deer
87300,airplane
87301,cat
87302,cat
87303,deer
87304,dog
87305,deer
87306,dog
87307,deer
87308,bird
87309,cat
87310,frog
87311,truck
87312,deer
87313,deer
87314,airplane
87315,automobile
87316,airplane
87317,frog
87318,deer
87319,horse
87320,frog
87321,automobile
87322,cat
87323,frog
87324,cat
87325,airplane
87326,airplane
87327,deer
87328,horse
87329,deer
87330,deer
87331,frog
87332,horse
87333,horse
87334,deer
87335,automobile
87336,ship
87337,cat
87338,frog
87339,bird
87340,horse
87341,truck
87342,cat
87343,cat
87344,deer
87345,bird
87346,bird
87347,airplane
87348,dog
87349,ship
87350,deer
87351,cat
87352,airplane
87353,cat
87354,automobile
87355,airplane
87356,cat
87357,airplane
87358,bird
87359,horse
87360,frog
87361,deer
87362,airplane
87363,dog
87364,ship
87365,cat
87366,airplane
87367,horse
87368,airplane
87369,ship
87370,deer
87371,cat
87372,deer
87373,dog
87374,frog
87375,airplane
87376,cat
87377,deer
87378,horse
87379,dog
87380,dog
87381,cat
87382,cat
87383,bird
87384,horse
87385,bird
87386,cat
87387,frog
87388,frog
87389,bird
87390,airplane
87391,airplane
87392,airplane
87393,deer
87394,airplane
87395,truck
87396,frog
87397,airplane
87398,cat
87399,dog
87400,bird
87401,dog
87402,automobile
87403,bird
87404,automobile
87405,truck
87406,bird
87407,automobile
87408,airplane
87409,ship
87410,deer
87411,frog
87412,deer
87413,dog
87414,bird
87415,ship
87416,airplane
87417,cat
87418,ship
87419,bird
87420,frog
87421,ship
87422,deer
87423,dog
87424,bird
87425,deer
87426,deer
87427,dog
87428,frog
87429,bird
87430,bird
87431,deer
87432,deer
87433,frog
87434,cat
87435,ship
87436,airplane
87437,frog
87438,dog
87439,frog
87440,frog
87441,ship
87442,cat
87443,dog
87444,deer
87445,frog
87446,bird
87447,deer
87448,airplane
87449,bird
87450,dog
87451,deer
87452,deer
87453,bird
87454,airplane
87455,dog
87456,frog
87457,airplane
87458,deer
87459,airplane
87460,ship
87461,deer
87462,cat
87463,dog
87464,cat
87465,dog
87466,ship
87467,automobile
87468,deer
87469,dog
87470,automobile
87471,truck
87472,dog
87473,cat
87474,cat
87475,airplane
87476,dog
87477,dog
87478,deer
87479,truck
87480,cat
87481,deer
87482,truck
87483,frog
87484,frog
87485,deer
87486,bird
87487,airplane
87488,frog
87489,frog
87490,deer
87491,truck
87492,cat
87493,horse
87494,deer
87495,bird
87496,cat
87497,automobile
87498,ship
87499,truck
87500,cat
87501,frog
87502,deer
87503,deer
87504,airplane
87505,frog
87506,dog
87507,airplane
87508,frog
87509,ship
87510,horse
87511,deer
87512,cat
87513,frog
87514,bird
87515,dog
87516,deer
87517,cat
87518,deer
87519,dog
87520,horse
87521,ship
87522,frog
87523,deer
87524,dog
87525,dog
87526,deer
87527,airplane
87528,dog
87529,horse
87530,dog
87531,dog
87532,dog
87533,horse
87534,airplane
87535,frog
87536,dog
87537,cat
87538,frog
87539,bird
87540,automobile
87541,deer
87542,deer
87543,cat
87544,airplane
87545,dog
87546,frog
87547,deer
87548,ship
87549,frog
87550,frog
87551,cat
87552,bird
87553,airplane
87554,airplane
87555,deer
87556,bird
87557,dog
87558,deer
87559,bird
87560,horse
87561,deer
87562,horse
87563,ship
87564,frog
87565,frog
87566,airplane
87567,cat
87568,deer
87569,deer
87570,dog
87571,bird
87572,automobile
87573,bird
87574,ship
87575,cat
87576,automobile
87577,horse
87578,cat
87579,deer
87580,dog
87581,cat
87582,deer
87583,dog
87584,cat
87585,deer
87586,dog
87587,truck
87588,horse
87589,horse
87590,automobile
87591,deer
87592,truck
87593,dog
87594,bird
87595,frog
87596,deer
87597,horse
87598,deer
87599,deer
87600,ship
87601,horse
87602,cat
87603,frog
87604,truck
87605,deer
87606,cat
87607,horse
87608,airplane
87609,deer
87610,horse
87611,deer
87612,horse
87613,cat
87614,airplane
87615,cat
87616,automobile
87617,frog
87618,cat
87619,dog
87620,deer
87621,bird
87622,deer
87623,deer
87624,dog
87625,truck
87626,truck
87627,dog
87628,bird
87629,automobile
87630,truck
87631,ship
87632,horse
87633,frog
87634,cat
87635,ship
87636,bird
87637,bird
87638,ship
87639,dog
87640,deer
87641,cat
87642,ship
87643,frog
87644,cat
87645,dog
87646,automobile
87647,automobile
87648,dog
87649,deer
87650,frog
87651,cat
87652,frog
87653,cat
87654,cat
87655,truck
87656,frog
87657,deer
87658,ship
87659,automobile
87660,frog
87661,truck
87662,dog
87663,automobile
87664,cat
87665,bird
87666,airplane
87667,horse
87668,horse
87669,deer
87670,cat
87671,airplane
87672,cat
87673,ship
87674,deer
87675,cat
87676,deer
87677,cat
87678,deer
87679,frog
87680,ship
87681,bird
87682,frog
87683,frog
87684,truck
87685,dog
87686,deer
87687,airplane
87688,ship
87689,bird
87690,truck
87691,ship
87692,horse
87693,bird
87694,truck
87695,deer
87696,truck
87697,horse
87698,cat
87699,ship
87700,truck
87701,frog
87702,frog
87703,dog
87704,deer
87705,cat
87706,deer
87707,dog
87708,cat
87709,deer
87710,airplane
87711,deer
87712,frog
87713,bird
87714,cat
87715,airplane
87716,frog
87717,deer
87718,frog
87719,cat
87720,dog
87721,deer
87722,horse
87723,airplane
87724,cat
87725,airplane
87726,deer
87727,frog
87728,cat
87729,cat
87730,deer
87731,automobile
87732,cat
87733,ship
87734,bird
87735,ship
87736,cat
87737,cat
87738,horse
87739,bird
87740,dog
87741,frog
87742,deer
87743,frog
87744,horse
87745,horse
87746,automobile
87747,bird
87748,cat
87749,dog
87750,dog
87751,ship
87752,truck
87753,dog
87754,frog
87755,deer
87756,automobile
87757,deer
87758,ship
87759,truck
87760,airplane
87761,horse
87762,cat
87763,deer
87764,horse
87765,dog
87766,bird
87767,bird
87768,truck
87769,bird
87770,ship
87771,frog
87772,dog
87773,deer
87774,bird
87775,cat
87776,cat
87777,dog
87778,bird
87779,bird
87780,automobile
87781,ship
87782,deer
87783,cat
87784,automobile
87785,ship
87786,deer
87787,ship
87788,cat
87789,dog
87790,ship
87791,cat
87792,cat
87793,cat
87794,automobile
87795,truck
87796,deer
87797,automobile
87798,bird
87799,bird
87800,cat
87801,dog
87802,dog
87803,airplane
87804,deer
87805,bird
87806,bird
87807,cat
87808,truck
87809,automobile
87810,airplane
87811,cat
87812,dog
87813,cat
87814,bird
87815,horse
87816,truck
87817,bird
87818,bird
87819,dog
87820,cat
87821,horse
87822,cat
87823,deer
87824,horse
87825,bird
87826,horse
87827,bird
87828,frog
87829,automobile
87830,truck
87831,dog
87832,frog
87833,cat
87834,truck
87835,horse
87836,airplane
87837,horse
87838,bird
87839,cat
87840,truck
87841,bird
87842,bird
87843,ship
87844,truck
87845,dog
87846,cat
87847,airplane
87848,automobile
87849,cat
87850,deer
87851,frog
87852,frog
87853,airplane
87854,deer
87855,airplane
87856,dog
87857,dog
87858,automobile
87859,horse
87860,automobile
87861,horse
87862,airplane
87863,automobile
87864,bird
87865,deer
87866,dog
87867,cat
87868,cat
87869,cat
87870,ship
87871,ship
87872,truck
87873,deer
87874,cat
87875,frog
87876,deer
87877,automobile
87878,truck
87879,cat
87880,automobile
87881,bird
87882,frog
87883,deer
87884,deer
87885,ship
87886,cat
87887,cat
87888,truck
87889,airplane
87890,bird
87891,deer
87892,deer
87893,ship
87894,deer
87895,cat
87896,deer
87897,dog
87898,horse
87899,cat
87900,deer
87901,deer
87902,cat
87903,deer
87904,frog
87905,horse
87906,cat
87907,truck
87908,automobile
87909,cat
87910,cat
87911,deer
87912,cat
87913,dog
87914,deer
87915,frog
87916,deer
87917,dog
87918,horse
87919,bird
87920,bird
87921,cat
87922,airplane
87923,cat
87924,cat
87925,deer
87926,deer
87927,automobile
87928,deer
87929,ship
87930,airplane
87931,bird
87932,cat
87933,ship
87934,automobile
87935,cat
87936,airplane
87937,dog
87938,deer
87939,automobile
87940,deer
87941,bird
87942,airplane
87943,deer
87944,deer
87945,bird
87946,dog
87947,frog
87948,bird
87949,bird
87950,ship
87951,ship
87952,ship
87953,bird
87954,cat
87955,cat
87956,cat
87957,automobile
87958,automobile
87959,airplane
87960,ship
87961,cat
87962,horse
87963,bird
87964,dog
87965,airplane
87966,frog
87967,deer
87968,dog
87969,deer
87970,deer
87971,dog
87972,dog
87973,ship
87974,horse
87975,frog
87976,bird
87977,horse
87978,bird
87979,dog
87980,deer
87981,cat
87982,airplane
87983,bird
87984,horse
87985,frog
87986,automobile
87987,deer
87988,deer
87989,truck
87990,deer
87991,bird
87992,frog
87993,dog
87994,airplane
87995,ship
87996,airplane
87997,truck
87998,automobile
87999,deer
88000,deer
88001,deer
88002,airplane
88003,cat
88004,horse
88005,horse
88006,frog
88007,frog
88008,ship
88009,cat
88010,cat
88011,ship
88012,horse
88013,deer
88014,cat
88015,bird
88016,cat
88017,cat
88018,dog
88019,frog
88020,bird
88021,dog
88022,ship
88023,deer
88024,automobile
88025,deer
88026,horse
88027,deer
88028,cat
88029,airplane
88030,cat
88031,frog
88032,truck
88033,dog
88034,frog
88035,deer
88036,deer
88037,dog
88038,truck
88039,airplane
88040,cat
88041,cat
88042,cat
88043,bird
88044,deer
88045,airplane
88046,truck
88047,deer
88048,deer
88049,horse
88050,bird
88051,airplane
88052,dog
88053,dog
88054,deer
88055,cat
88056,ship
88057,cat
88058,frog
88059,cat
88060,cat
88061,horse
88062,deer
88063,automobile
88064,bird
88065,dog
88066,cat
88067,cat
88068,horse
88069,cat
88070,dog
88071,cat
88072,airplane
88073,frog
88074,dog
88075,dog
88076,bird
88077,truck
88078,frog
88079,horse
88080,truck
88081,bird
88082,frog
88083,airplane
88084,deer
88085,automobile
88086,airplane
88087,airplane
88088,truck
88089,deer
88090,deer
88091,frog
88092,frog
88093,deer
88094,dog
88095,horse
88096,frog
88097,deer
88098,frog
88099,cat
88100,deer
88101,dog
88102,ship
88103,automobile
88104,deer
88105,deer
88106,deer
88107,cat
88108,dog
88109,bird
88110,frog
88111,deer
88112,bird
88113,frog
88114,bird
88115,deer
88116,cat
88117,airplane
88118,frog
88119,cat
88120,dog
88121,frog
88122,airplane
88123,deer
88124,deer
88125,frog
88126,automobile
88127,airplane
88128,cat
88129,dog
88130,airplane
88131,deer
88132,bird
88133,dog
88134,automobile
88135,cat
88136,deer
88137,horse
88138,cat
88139,bird
88140,automobile
88141,cat
88142,airplane
88143,dog
88144,dog
88145,automobile
88146,frog
88147,cat
88148,airplane
88149,cat
88150,automobile
88151,cat
88152,frog
88153,deer
88154,bird
88155,ship
88156,horse
88157,ship
88158,frog
88159,cat
88160,automobile
88161,dog
88162,truck
88163,cat
88164,bird
88165,deer
88166,deer
88167,frog
88168,bird
88169,deer
88170,bird
88171,ship
88172,bird
88173,ship
88174,deer
88175,ship
88176,bird
88177,bird
88178,dog
88179,airplane
88180,ship
88181,truck
88182,deer
88183,cat
88184,cat
88185,frog
88186,horse
88187,truck
88188,airplane
88189,dog
88190,cat
88191,dog
88192,ship
88193,cat
88194,bird
88195,deer
88196,cat
88197,deer
88198,cat
88199,bird
88200,deer
88201,bird
88202,airplane
88203,dog
88204,cat
88205,frog
88206,frog
88207,dog
88208,deer
88209,truck
88210,deer
88211,cat
88212,dog
88213,frog
88214,automobile
88215,deer
88216,truck
88217,ship
88218,airplane
88219,automobile
88220,ship
88221,frog
88222,truck
88223,ship
88224,cat
88225,horse
88226,frog
88227,cat
88228,horse
88229,bird
88230,truck
88231,truck
88232,automobile
88233,bird
88234,cat
88235,cat
88236,cat
88237,automobile
88238,dog
88239,cat
88240,airplane
88241,deer
88242,horse
88243,frog
88244,deer
88245,airplane
88246,dog
88247,truck
88248,cat
88249,dog
88250,frog
88251,cat
88252,frog
88253,deer
88254,dog
88255,bird
88256,dog
88257,deer
88258,deer
88259,automobile
88260,airplane
88261,airplane
88262,deer
88263,truck
88264,deer
88265,horse
88266,bird
88267,airplane
88268,ship
88269,truck
88270,horse
88271,airplane
88272,frog
88273,airplane
88274,horse
88275,bird
88276,airplane
88277,automobile
88278,frog
88279,cat
88280,airplane
88281,ship
88282,dog
88283,frog
88284,frog
88285,deer
88286,frog
88287,deer
88288,ship
88289,frog
88290,dog
88291,dog
88292,deer
88293,frog
88294,cat
88295,ship
88296,automobile
88297,airplane
88298,frog
88299,bird
88300,deer
88301,dog
88302,deer
88303,automobile
88304,airplane
88305,frog
88306,deer
88307,ship
88308,cat
88309,deer
88310,deer
88311,dog
88312,bird
88313,frog
88314,cat
88315,frog
88316,cat
88317,bird
88318,airplane
88319,frog
88320,bird
88321,truck
88322,truck
88323,airplane
88324,bird
88325,airplane
88326,automobile
88327,deer
88328,automobile
88329,ship
88330,airplane
88331,horse
88332,bird
88333,bird
88334,ship
88335,deer
88336,ship
88337,deer
88338,cat
88339,automobile
88340,deer
88341,deer
88342,ship
88343,frog
88344,airplane
88345,ship
88346,automobile
88347,bird
88348,dog
88349,airplane
88350,frog
88351,airplane
88352,cat
88353,airplane
88354,bird
88355,frog
88356,bird
88357,dog
88358,automobile
88359,cat
88360,frog
88361,dog
88362,deer
88363,bird
88364,dog
88365,deer
88366,cat
88367,deer
88368,ship
88369,truck
88370,ship
88371,cat
88372,frog
88373,bird
88374,horse
88375,horse
88376,cat
88377,ship
88378,cat
88379,airplane
88380,deer
88381,dog
88382,deer
88383,frog
88384,ship
88385,airplane
88386,cat
88387,horse
88388,bird
88389,dog
88390,horse
88391,frog
88392,deer
88393,dog
88394,airplane
88395,ship
88396,frog
88397,cat
88398,truck
88399,ship
88400,ship
88401,bird
88402,dog
88403,airplane
88404,cat
88405,cat
88406,automobile
88407,bird
88408,deer
88409,airplane
88410,dog
88411,bird
88412,horse
88413,airplane
88414,cat
88415,cat
88416,dog
88417,airplane
88418,airplane
88419,bird
88420,automobile
88421,dog
88422,dog
88423,deer
88424,cat
88425,bird
88426,cat
88427,cat
88428,deer
88429,cat
88430,cat
88431,bird
88432,cat
88433,deer
88434,cat
88435,deer
88436,frog
88437,dog
88438,cat
88439,airplane
88440,dog
88441,dog
88442,bird
88443,bird
88444,bird
88445,frog
88446,horse
88447,bird
88448,airplane
88449,cat
88450,dog
88451,cat
88452,deer
88453,cat
88454,deer
88455,bird
88456,cat
88457,cat
88458,dog
88459,airplane
88460,bird
88461,frog
88462,automobile
88463,automobile
88464,ship
88465,cat
88466,bird
88467,dog
88468,frog
88469,dog
88470,cat
88471,frog
88472,bird
88473,automobile
88474,horse
88475,deer
88476,cat
88477,ship
88478,frog
88479,frog
88480,automobile
88481,ship
88482,truck
88483,automobile
88484,frog
88485,bird
88486,cat
88487,bird
88488,deer
88489,ship
88490,cat
88491,automobile
88492,deer
88493,cat
88494,deer
88495,dog
88496,horse
88497,frog
88498,cat
88499,ship
88500,frog
88501,deer
88502,cat
88503,horse
88504,deer
88505,horse
88506,frog
88507,horse
88508,automobile
88509,deer
88510,frog
88511,horse
88512,frog
88513,cat
88514,truck
88515,airplane
88516,airplane
88517,dog
88518,deer
88519,deer
88520,dog
88521,frog
88522,bird
88523,dog
88524,horse
88525,automobile
88526,airplane
88527,frog
88528,bird
88529,cat
88530,dog
88531,bird
88532,airplane
88533,cat
88534,deer
88535,dog
88536,deer
88537,deer
88538,frog
88539,deer
88540,dog
88541,airplane
88542,frog
88543,bird
88544,bird
88545,truck
88546,cat
88547,horse
88548,bird
88549,deer
88550,airplane
88551,cat
88552,truck
88553,truck
88554,deer
88555,dog
88556,cat
88557,truck
88558,ship
88559,dog
88560,deer
88561,cat
88562,cat
88563,deer
88564,bird
88565,truck
88566,automobile
88567,ship
88568,deer
88569,deer
88570,cat
88571,cat
88572,bird
88573,automobile
88574,airplane
88575,airplane
88576,airplane
88577,cat
88578,airplane
88579,deer
88580,airplane
88581,frog
88582,dog
88583,automobile
88584,frog
88585,bird
88586,deer
88587,frog
88588,airplane
88589,deer
88590,cat
88591,dog
88592,airplane
88593,ship
88594,dog
88595,deer
88596,airplane
88597,bird
88598,bird
88599,bird
88600,cat
88601,ship
88602,deer
88603,cat
88604,deer
88605,cat
88606,horse
88607,dog
88608,cat
88609,cat
88610,horse
88611,bird
88612,frog
88613,frog
88614,airplane
88615,dog
88616,ship
88617,bird
88618,deer
88619,airplane
88620,bird
88621,deer
88622,dog
88623,dog
88624,truck
88625,deer
88626,airplane
88627,dog
88628,bird
88629,deer
88630,cat
88631,airplane
88632,deer
88633,deer
88634,dog
88635,dog
88636,deer
88637,airplane
88638,bird
88639,deer
88640,horse
88641,cat
88642,horse
88643,deer
88644,truck
88645,truck
88646,deer
88647,bird
88648,dog
88649,deer
88650,dog
88651,deer
88652,frog
88653,frog
88654,cat
88655,dog
88656,horse
88657,dog
88658,truck
88659,horse
88660,airplane
88661,dog
88662,automobile
88663,dog
88664,ship
88665,deer
88666,bird
88667,bird
88668,ship
88669,bird
88670,airplane
88671,bird
88672,dog
88673,bird
88674,deer
88675,frog
88676,cat
88677,automobile
88678,frog
88679,airplane
88680,cat
88681,dog
88682,horse
88683,bird
88684,dog
88685,horse
88686,truck
88687,cat
88688,ship
88689,bird
88690,deer
88691,horse
88692,automobile
88693,truck
88694,bird
88695,frog
88696,bird
88697,bird
88698,horse
88699,deer
88700,airplane
88701,bird
88702,frog
88703,deer
88704,cat
88705,airplane
88706,deer
88707,cat
88708,deer
88709,horse
88710,truck
88711,truck
88712,deer
88713,airplane
88714,horse
88715,ship
88716,cat
88717,horse
88718,truck
88719,ship
88720,bird
88721,truck
88722,bird
88723,airplane
88724,frog
88725,bird
88726,bird
88727,bird
88728,cat
88729,dog
88730,airplane
88731,ship
88732,dog
88733,dog
88734,dog
88735,frog
88736,bird
88737,frog
88738,truck
88739,airplane
88740,bird
88741,airplane
88742,automobile
88743,ship
88744,cat
88745,airplane
88746,dog
88747,deer
88748,frog
88749,dog
88750,cat
88751,deer
88752,deer
88753,dog
88754,dog
88755,bird
88756,dog
88757,truck
88758,bird
88759,deer
88760,cat
88761,truck
88762,automobile
88763,automobile
88764,frog
88765,deer
88766,cat
88767,cat
88768,dog
88769,automobile
88770,automobile
88771,airplane
88772,deer
88773,dog
88774,airplane
88775,bird
88776,truck
88777,bird
88778,deer
88779,automobile
88780,cat
88781,ship
88782,automobile
88783,deer
88784,deer
88785,bird
88786,frog
88787,deer
88788,ship
88789,dog
88790,deer
88791,horse
88792,airplane
88793,cat
88794,cat
88795,truck
88796,frog
88797,deer
88798,dog
88799,airplane
88800,truck
88801,airplane
88802,deer
88803,frog
88804,deer
88805,dog
88806,dog
88807,cat
88808,horse
88809,ship
88810,airplane
88811,dog
88812,frog
88813,dog
88814,airplane
88815,cat
88816,bird
88817,deer
88818,horse
88819,bird
88820,ship
88821,airplane
88822,cat
88823,cat
88824,horse
88825,horse
88826,truck
88827,cat
88828,cat
88829,ship
88830,bird
88831,deer
88832,cat
88833,truck
88834,deer
88835,bird
88836,frog
88837,bird
88838,deer
88839,horse
88840,ship
88841,dog
88842,deer
88843,dog
88844,ship
88845,bird
88846,dog
88847,bird
88848,truck
88849,dog
88850,cat
88851,frog
88852,frog
88853,cat
88854,frog
88855,cat
88856,automobile
88857,truck
88858,cat
88859,bird
88860,cat
